url,timestamp_of_change
https://www.whitehouse.gov/sites/whitehouse.gov/files/images/Administration/People/first_lady_portrait_hires.jpg,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/videos/2017/February/20170203_Weekly_Address_HD.mp4,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/the-press-office/2017/02/07/case-you-missed-it-mcclatchy-historical-precedent-presidents-national,20170207182420
https://www.whitehouse.gov/sites/whitehouse.gov/files/images/first-family/09_william_henry_harrison.jpg,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/the-press-office/2017/01/21/statement-press-secretary-sean-spicer,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/1600/first-ladies/letitiatyler/,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/sites/whitehouse.gov/files/images/ceremony-elainechao2.jpg,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/the-press-office/2017/01/24/h-r-7-%E2%80%93-no-taxpayer-funding-abortion-and-abortion-insurance-full,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/sites/whitehouse.gov/files/advagg_js/js__d5PrDtiwoGR3gZFLwi7WgYwjz9CpzF9tm_hWLlMnUTY__xjb0h4Z4XOJrJi2QWn763DtoeNuLRyQ7EORXgzZmsnA__yN1o6etD_FB5RFrt4f9rEo5hyCEX7z1qfNw5Yg899Cg.js,20170207223029
https://www.whitehouse.gov/the-press-office/2017/01/26/statement-acting-omb-director-sandy-budgetary-impact-analysis-executive-order,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/featured-videos/video/2017/01/31/13117-white-house-press-briefing,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/administration/first-lady-melania-trump,20170207225336
https://www.whitehouse.gov/briefing-room/presidential-actions/related-omb-material?term_node_tid_depth=25611&page=1,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/briefing-room/presidential-actions/presidential-memoranda,20170207230856
https://www.whitehouse.gov/videos/2017/January/20170127_Trump_attends_Swearing_in_of_Sec_Def_Mattis_and_executive_signing.mp3,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/featured-videos/video/2017/01/27/president-trump-and-pm-may-joint-press-conference,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/featured-videos/video/2017/01/30/13017-white-house-press-briefing,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/videos/2017/January/20170131_Press_Briefing.mp3,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/sites/whitehouse.gov/files/images/first-family/05_james_monroe.jpg,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/sites/whitehouse.gov/files/images/first-family/36_lyndon_b_johnson.jpg,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/sites/whitehouse.gov/files/images/Vice_President_Pence_Meeting_with_Minister_Gabriel.jpg,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/sites/whitehouse.gov/files/images/first-family/18_ulysses_s_grant.jpg,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/sites/whitehouse.gov/files/images/first-family/17_andrew_johnson%5B1%5D.jpg,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/contact,20170207222957
https://obamawhitehouse.archives.gov/blog/2010/01/16/clinton-bush-haiti-fund,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/sites/whitehouse.gov/files/images/first-family/44_barack_obama%5B1%5D.jpg,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/participate/tours-and-events,20170207225528
https://www.whitehouse.gov/featured-videos/video/2017/01/31/swearing-secretary-transportation,unable to retrieve data from Wayback Machine
https://obamawhitehouse.archives.gov/blog/2011/11/16/ambassador-kirk-updates-presidents-export-council-2011-trade-updates-and-initiatives,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/1600/vp-residence,20170207231149
https://www.whitehouse.gov/sites/whitehouse.gov/files/briefing-room/presidential-actions/related-omb-material/saphjr42h_20170207.pdf,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/videos/2017/February/20170202_Press_Brifing.mp3,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/videos/2017/January/20170127_Trump_attends_Swearing_in_of_Sec_Def_Mattis_and_executive_signing_HD.mp4,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/the-press-office/2017/02/03/statement-national-security-advisor-michael-t-flynn-iran,20170208051953
https://www.whitehouse.gov/videos/2017/January/20170128_Weekly_Address_HD.mp4,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/1600/state-and-local-government,20170207231657
https://www.whitehouse.gov/briefing-room/statements-and-releases?term_node_tid_depth=41,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/sites/whitehouse.gov/files/images/first-family/33_harry_s_truman.jpg,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/sites/whitehouse.gov/files/docs/omb-statement-01262017.pdf,unable to retrieve data from Wayback Machine
https://www.whitehouse.gov/sites/whitehouse.gov/files/advagg_js/js__xjpsqvipm-AgpzOKT0TYaBuek3q3HGpKfq4K6uo27co__9i5AZgdbKmGb5xm-lj0gIaKv7drPkhuc5S0DFtr5p_Q__yN1o6etD_FB5RFrt4f9rEo5hyCEX7z1qfNw5Yg899Cg.js,20170207230947
https://www.whitehouse.gov/the-press-office/2017/01/30/president-donald-j-trump-appoints-thomas-homan-acting-assistant,unable to retrieve data from Wayback Machine
